modification,n_total_peaks,n_mod_positive,n_mod_negative,pct_mod_positive,median_z_mod_pos,median_z_mod_neg,median_z_diff,direction,mann_whitney_u,mann_whitney_p,spearman_rho,spearman_p,z_bin_frequencies,mann_whitney_p_adj,significant,rbp,cell_line
m6A,3834,1413,2421,36.854,2.7193,2.4571,0.2623,enriched_at_high_Z,2008231.5,1.8658599888365484e-19,0.1457,1.2171343282696794e-19,"{""Q1"": 24.78, ""Q2"": 32.14, ""Q3"": 48.04, ""Q4"": 32.78, ""Q5"": 46.87}",7.463439955346194e-19,True,IGF2BP2,K562
pseudoU,3834,25,3809,0.652,2.6773,2.5843,0.093,enriched_at_high_Z,53038.0,0.32463667719866285,0.0159,0.3246561485606151,"{""Q1"": 0.38, ""Q2"": 0.64, ""Q3"": 0.78, ""Q4"": 0.69, ""Q5"": 0.78}",0.6492733543973257,False,IGF2BP2,K562
m5C,3834,133,3701,3.469,2.5152,2.5843,-0.0691,enriched_at_low_Z,240249.0,0.6394102624514943,-0.0076,0.6394424731753794,"{""Q1"": 3.02, ""Q2"": 4.34, ""Q3"": 2.48, ""Q4"": 4.98, ""Q5"": 2.61}",0.8525470166019925,False,IGF2BP2,K562
ac4C,3834,14,3820,0.365,2.4077,2.5843,-0.1766,enriched_at_low_Z,26694.0,0.9912047613840934,-0.0002,0.9911098542462832,"{""Q1"": 0.13, ""Q2"": 0.64, ""Q3"": 0.39, ""Q4"": 0.41, ""Q5"": 0.26}",0.9912047613840934,False,IGF2BP2,K562
