2026-02-16 04:30:59.566703	https://www.encodeproject.org/report/?type=File&file_format=bed&assay_title=eCLIP&biosample_ontology.term_name=K562&biosample_ontology.term_name=HepG2&target.label=HNRNPC&target.label=IGF2BP1&target.label=IGF2BP2&target.label=TIA1&target.label=HNRNPK&target.label=PCBP2&target.label=RBFOX2&target.label=TARDBP&target.label=QKI&target.label=SRSF1&target.label=SRSF9&target.label=RBM22&target.label=TRA2A&target.label=HNRNPL&target.label=LIN28B&target.label=FUS&target.label=MATR3&target.label=HNRNPA1&target.label=HNRNPM&target.label=NONO&target.label=U2AF2&target.label=EWSR1&target.label=PTBP1&limit=all
ID	Title	Accession	Dataset	Genome assembly	Technical replicates	Biological replicates	File Format	File type	File format type	File size	Assay term name	Biosample name	Organ	Simple biosample summary	Batch	Target label	Download URL	Derived from	Genome annotation	Library	Paired end identifier	Paired with	Preferred Default	Run type	Read length	Mapped read length (nt)	Cropped read length (nt)	Cropped read length tolerance (nt)	Mapped run type for bam files	Read length units	Output category	Output type	Index of	QC Metric	Lab	Project	Analysis step run	Date created	Analysis step version	Restricted file	Submitter comment	Status	Annotation type	Annotation subtype	Biochemical activity	Encyclopedia version
/files/ENCFF471GJE/	ENCFF471GJE	ENCFF471GJE	/experiments/ENCSR384KAN/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	2713899	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS074YUC/	PTBP1	/files/ENCFF471GJE/@@download/ENCFF471GJE.bed.gz	/files/ENCFF938PTT/,/files/ENCFF603FCS/		ENCLB279NMT			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:48:37.981281+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF594PWG/	ENCFF594PWG	ENCFF594PWG	/experiments/ENCSR981WKN/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	1004814	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS931MQO/	PTBP1	/files/ENCFF594PWG/@@download/ENCFF594PWG.bed.gz	/files/ENCFF765BPN/,/files/ENCFF791AGL/		ENCLB497KNG											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T19:25:19.746527+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF105GZJ/	ENCFF105GZJ	ENCFF105GZJ	/experiments/ENCSR314UMJ/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	737233	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS015PAC/	TRA2A	/files/ENCFF105GZJ/@@download/ENCFF105GZJ.bed.gz	/files/ENCFF372BZV/,/files/ENCFF867ISO/		ENCLB690VOR			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T19:16:37.836887+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF402AIE/	ENCFF402AIE	ENCFF402AIE	/experiments/ENCSR365NVO/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	1183698	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS774KGY/	TRA2A	/files/ENCFF402AIE/@@download/ENCFF402AIE.bed.gz	/files/ENCFF159MVB/,/files/ENCFF068LVA/		ENCLB985UUR			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T19:16:17.582330+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF976KYV/	ENCFF976KYV	ENCFF976KYV	/experiments/ENCSR861GYE/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	1237030	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS362ASG/	LIN28B	/files/ENCFF976KYV/@@download/ENCFF976KYV.bed.gz	/files/ENCFF763NGW/,/files/ENCFF362UUB/		ENCLB173YRG			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:27:59.002273+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF353XWS/	ENCFF353XWS	ENCFF353XWS	/experiments/ENCSR456JJQ/	hg19	2_1	2	bed	bed narrowPeak	narrowPeak	2538079	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS308ZPA/	RBM22	/files/ENCFF353XWS/@@download/ENCFF353XWS.bed.gz	/files/ENCFF743SKO/,/files/ENCFF091VIF/		ENCLB019FNY			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:36:44.697763+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF174MVU/	ENCFF174MVU	ENCFF174MVU	/experiments/ENCSR861PAR/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	2695294	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS931MQO/	NONO	/files/ENCFF174MVU/@@download/ENCFF174MVU.bed.gz	/files/ENCFF171ATE/,/files/ENCFF347ECS/		ENCLB635FWC			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:28:35.685096+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF100JBV/	ENCFF100JBV	ENCFF100JBV	/experiments/ENCSR154HRN/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	3371603	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS205QYW/	HNRNPA1	/files/ENCFF100JBV/@@download/ENCFF100JBV.bed.gz	/files/ENCFF571IRN/,/files/ENCFF494XRE/		ENCLB989WTG			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T19:17:15.488863+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF902IDT/	ENCFF902IDT	ENCFF902IDT	/experiments/ENCSR154HRN/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	1328671	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS328LML/	HNRNPA1	/files/ENCFF902IDT/@@download/ENCFF902IDT.bed.gz	/files/ENCFF876SGL/,/files/ENCFF494XRE/		ENCLB932JNU											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T19:17:20.402029+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF182HYE/	ENCFF182HYE	ENCFF182HYE	/experiments/ENCSR893RAV/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	1922491	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS865VEQ/	U2AF2	/files/ENCFF182HYE/@@download/ENCFF182HYE.bed.gz	/files/ENCFF835KXL/,/files/ENCFF227TON/		ENCLB060SHS											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T19:16:34.475516+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF299VTZ/	ENCFF299VTZ	ENCFF299VTZ	/experiments/ENCSR570WLM/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	286054	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS362ASG/	QKI	/files/ENCFF299VTZ/@@download/ENCFF299VTZ.bed.gz	/files/ENCFF567ADV/,/files/ENCFF015GLL/		ENCLB238JYQ											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-09-13T20:37:06.756419+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF287KWV/	ENCFF287KWV	ENCFF287KWV	/experiments/ENCSR432XUP/	hg19	2_1	2	bed	bed narrowPeak	narrowPeak	1985413	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS081NLE/	SRSF1	/files/ENCFF287KWV/@@download/ENCFF287KWV.bed.gz	/files/ENCFF833PXB/,/files/ENCFF913MGS/		ENCLB504TND			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:24:20.655764+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF529OUY/	ENCFF529OUY	ENCFF529OUY	/experiments/ENCSR773KRC/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	211775	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS537ADD/	SRSF9	/files/ENCFF529OUY/@@download/ENCFF529OUY.bed.gz	/files/ENCFF460TAE/,/files/ENCFF060BMG/		ENCLB383HSP											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-09-13T16:48:01.586567+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF179SCM/	ENCFF179SCM	ENCFF179SCM	/experiments/ENCSR989VIY/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	2241962	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS861HMN/	SRSF1	/files/ENCFF179SCM/@@download/ENCFF179SCM.bed.gz	/files/ENCFF953OZR/,/files/ENCFF445NNG/		ENCLB770EDJ			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:23:50.418924+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF815XNW/	ENCFF815XNW	ENCFF815XNW	/experiments/ENCSR570WLM/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	2148439	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS308ZPA/	QKI	/files/ENCFF815XNW/@@download/ENCFF815XNW.bed.gz	/files/ENCFF862YVK/,/files/ENCFF015GLL/		ENCLB436FYS			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T20:25:28.664696+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF508DKJ/	ENCFF508DKJ	ENCFF508DKJ	/experiments/ENCSR989VIY/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	2042906	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS859FFE/	SRSF1	/files/ENCFF508DKJ/@@download/ENCFF508DKJ.bed.gz	/files/ENCFF418ZXO/,/files/ENCFF467FPH/		ENCLB742AYH											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T19:23:07.828435+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF205JTY/	ENCFF205JTY	ENCFF205JTY	/experiments/ENCSR432XUP/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	1994849	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS081NLE/	SRSF1	/files/ENCFF205JTY/@@download/ENCFF205JTY.bed.gz	/files/ENCFF664EPV/,/files/ENCFF563VJQ/		ENCLB504TND			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T19:19:22.803384+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF400LMM/	ENCFF400LMM	ENCFF400LMM	/experiments/ENCSR970NKP/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	1467112	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS081NLE/	LIN28B	/files/ENCFF400LMM/@@download/ENCFF400LMM.bed.gz	/files/ENCFF068KXE/,/files/ENCFF999MGM/		ENCLB736ETW			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T19:19:55.231937+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF512DWR/	ENCFF512DWR	ENCFF512DWR	/experiments/ENCSR365NVO/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	285272	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS774KGY/	TRA2A	/files/ENCFF512DWR/@@download/ENCFF512DWR.bed.gz	/files/ENCFF159MVB/,/files/ENCFF068LVA/		ENCLB985UUR											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-09-13T17:05:58.081476+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF262NXW/	ENCFF262NXW	ENCFF262NXW	/experiments/ENCSR981WKN/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	1012464	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS931MQO/	PTBP1	/files/ENCFF262NXW/@@download/ENCFF262NXW.bed.gz	/files/ENCFF247DQN/,/files/ENCFF982TFI/		ENCLB497KNG											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:32:25.767308+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF796KSB/	ENCFF796KSB	ENCFF796KSB	/experiments/ENCSR795CAI/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	3527169	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS517UIR/	HNRNPL	/files/ENCFF796KSB/@@download/ENCFF796KSB.bed.gz	/files/ENCFF330GSE/,/files/ENCFF639SDC/		ENCLB460IOL			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:39:13.991932+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF457MNN/	ENCFF457MNN	ENCFF457MNN	/experiments/ENCSR154HRN/	GRCh38	1_1	1	bed	bed narrowPeak	narrowPeak	208639	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS205QYW/	HNRNPA1	/files/ENCFF457MNN/@@download/ENCFF457MNN.bed.gz	/files/ENCFF571IRN/,/files/ENCFF494XRE/		ENCLB989WTG											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-09-13T16:16:21.770170+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF333CUY/	ENCFF333CUY	ENCFF333CUY	/experiments/ENCSR290VLT/	hg19	2_1	2	bed	bed narrowPeak	narrowPeak	1924799	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS575NGC/	MATR3	/files/ENCFF333CUY/@@download/ENCFF333CUY.bed.gz	/files/ENCFF719KGK/,/files/ENCFF790VFN/		ENCLB984MLU			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:48:33.115557+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF082QGS/	ENCFF082QGS	ENCFF082QGS	/experiments/ENCSR987FTF/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	1747745	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS537ADD/	RBFOX2	/files/ENCFF082QGS/@@download/ENCFF082QGS.bed.gz	/files/ENCFF170YQV/,/files/ENCFF515BTB/		ENCLB696TLV			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T19:15:26.237054+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF435MEM/	ENCFF435MEM	ENCFF435MEM	/experiments/ENCSR975KIR/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	1337076	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS476AUA/	IGF2BP1	/files/ENCFF435MEM/@@download/ENCFF435MEM.bed.gz	/files/ENCFF002KWR/,/files/ENCFF425DPU/		ENCLB089DKQ			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:10:18.021538+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF701YCW/	ENCFF701YCW	ENCFF701YCW	/experiments/ENCSR975KIR/	hg19	2_1	2	bed	bed narrowPeak	narrowPeak	1076176	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS301EZU/	IGF2BP1	/files/ENCFF701YCW/@@download/ENCFF701YCW.bed.gz	/files/ENCFF956NTH/,/files/ENCFF425DPU/		ENCLB795NJI											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:10:22.358241+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF076RDA/	ENCFF076RDA	ENCFF076RDA	/experiments/ENCSR756CKJ/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	3428312	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS175JIH/	RBFOX2	/files/ENCFF076RDA/@@download/ENCFF076RDA.bed.gz	/files/ENCFF654XPT/,/files/ENCFF045FUV/		ENCLB800QNO			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:44:54.074004+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF257VRQ/	ENCFF257VRQ	ENCFF257VRQ	/experiments/ENCSR365NVO/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	1171260	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS774KGY/	TRA2A	/files/ENCFF257VRQ/@@download/ENCFF257VRQ.bed.gz	/files/ENCFF222FBC/,/files/ENCFF175TON/		ENCLB985UUR			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:11:45.950345+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF409GPI/	ENCFF409GPI	ENCFF409GPI	/experiments/ENCSR773KRC/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	1508904	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS547JWV/	SRSF9	/files/ENCFF409GPI/@@download/ENCFF409GPI.bed.gz	/files/ENCFF593PCX/,/files/ENCFF849LMJ/		ENCLB651XZA			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:10:01.222328+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF512QJT/	ENCFF512QJT	ENCFF512QJT	/experiments/ENCSR062NNB/	hg19	2_1	2	bed	bed narrowPeak	narrowPeak	1508846	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS978JIM/	IGF2BP2	/files/ENCFF512QJT/@@download/ENCFF512QJT.bed.gz	/files/ENCFF446VVE/,/files/ENCFF011HZT/		ENCLB806OUQ			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:10:56.676570+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF401SPQ/	ENCFF401SPQ	ENCFF401SPQ	/experiments/ENCSR550DVK/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	6741616	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS626BOT/	HNRNPC	/files/ENCFF401SPQ/@@download/ENCFF401SPQ.bed.gz	/files/ENCFF736ZQQ/,/files/ENCFF823ZZZ/		ENCLB094PVE			True								annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:08:43.380678+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF968WTB/	ENCFF968WTB	ENCFF968WTB	/experiments/ENCSR062NNB/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	1248726	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS283QAE/	IGF2BP2	/files/ENCFF968WTB/@@download/ENCFF968WTB.bed.gz	/files/ENCFF719CCI/,/files/ENCFF011HZT/		ENCLB968PKX											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:10:52.426623+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF462KTW/	ENCFF462KTW	ENCFF462KTW	/experiments/ENCSR412NOW/	hg19	2_1	2	bed	bed narrowPeak	narrowPeak	1602363	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS270GGH/	HNRNPM	/files/ENCFF462KTW/@@download/ENCFF462KTW.bed.gz	/files/ENCFF259AUE/,/files/ENCFF030ZRP/		ENCLB287JOM											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:10:48.179515+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF327JJE/	ENCFF327JJE	ENCFF327JJE	/experiments/ENCSR773KRC/	GRCh38	2_1	2	bed	bed narrowPeak	narrowPeak	1149142	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS537ADD/	SRSF9	/files/ENCFF327JJE/@@download/ENCFF327JJE.bed.gz	/files/ENCFF460TAE/,/files/ENCFF060BMG/		ENCLB383HSP											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T19:16:29.918690+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF639MYI/	ENCFF639MYI	ENCFF639MYI	/experiments/ENCSR987FTF/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	1850003	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS547JWV/	RBFOX2	/files/ENCFF639MYI/@@download/ENCFF639MYI.bed.gz	/files/ENCFF994WPX/,/files/ENCFF590UCY/		ENCLB180GIG											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-11-30T18:09:08.397184+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			released				
/files/ENCFF655HHB/	ENCFF655HHB	ENCFF655HHB	/experiments/ENCSR202BFN/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	987457	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS836LJE/	U2AF2	/files/ENCFF655HHB/@@download/ENCFF655HHB.bed.gz	/files/ENCFF555WXD/,/files/ENCFF045UZN/		ENCLB673EEU											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-04-05T16:44:08.907817+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF917CEZ/	ENCFF917CEZ	ENCFF917CEZ	/experiments/ENCSR202BFN/	hg19	2_1	2	bed	bed narrowPeak	narrowPeak	907023	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS405FLI/	U2AF2	/files/ENCFF917CEZ/@@download/ENCFF917CEZ.bed.gz	/files/ENCFF706QJH/,/files/ENCFF045UZN/		ENCLB478DYX											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-04-05T16:44:13.538275+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF543CKG/	ENCFF543CKG	ENCFF543CKG	/experiments/ENCSR062NNB/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	1074673	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS283QAE/	IGF2BP2	/files/ENCFF543CKG/@@download/ENCFF543CKG.bed.gz	/files/ENCFF719CCI/,/files/ENCFF011HZT/		ENCLB968PKX											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-04-05T16:44:00.477227+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF188WYT/	ENCFF188WYT	ENCFF188WYT	/experiments/ENCSR975KIR/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	1163203	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS476AUA/	IGF2BP1	/files/ENCFF188WYT/@@download/ENCFF188WYT.bed.gz	/files/ENCFF002KWR/,/files/ENCFF425DPU/		ENCLB089DKQ											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-04-05T16:43:21.489819+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF060XTP/	ENCFF060XTP	ENCFF060XTP	/experiments/ENCSR267UCX/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	714063	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS017VYZ/	HNRNPM	/files/ENCFF060XTP/@@download/ENCFF060XTP.bed.gz	/files/ENCFF160MZO/,/files/ENCFF381PFB/		ENCLB870QHM											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-04-05T16:43:31.540171+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF760PQD/	ENCFF760PQD	ENCFF760PQD	/experiments/ENCSR314UMJ/	hg19	1_1	1	bed	bed narrowPeak	narrowPeak	300571	eCLIP	HepG2	endocrine gland,exocrine gland,liver,epithelium		/biosamples/ENCBS533IVT/	TRA2A	/files/ENCFF760PQD/@@download/ENCFF760PQD.bed.gz	/files/ENCFF832CEI/,/files/ENCFF413FAM/		ENCLB718NMZ											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-04-05T16:43:12.538356+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
/files/ENCFF058WYR/	ENCFF058WYR	ENCFF058WYR	/experiments/ENCSR412NOW/	hg19	2_1	2	bed	bed narrowPeak	narrowPeak	716744	eCLIP	K562	bodily fluid,blood		/biosamples/ENCBS270GGH/	HNRNPM	/files/ENCFF058WYR/@@download/ENCFF058WYR.bed.gz	/files/ENCFF259AUE/,/files/ENCFF030ZRP/		ENCLB287JOM											annotation	peaks			Gene Yeo, UCSD	ENCODE	/analysis-step-runs/82238836-cea9-4cf0-a206-c383310b79f8/	2016-04-05T16:43:55.427519+00:00	/analysis-step-versions/eclip-normalization-step-v-1-0/			revoked				
