2026-02-16 23:10:26.025261	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&assay_term_name=RNA+Bind-n-Seq&status=released&files.file_type=tsv&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR297UTH/	ENCSR297UTH	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/PPP1R10-human/	PPP1R10	PPP1R10		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against PPP1R10	Chris Burge, MIT	ENCODE	released	/files/ENCFF514BCR/,/files/ENCFF943XFG/,/files/ENCFF005JOX/,/files/ENCFF242VUG/,/files/ENCFF189BHW/,/files/ENCFF794XEZ/,/files/ENCFF669QAC/,/files/ENCFF389PPC/,/files/ENCFF278ECV/			1	3,1,2																/replicates/69beabd6-0547-4a97-841d-7b8038830a10/,/replicates/e353090f-14cd-43a8-8ead-9a4817fbf75b/,/replicates/be9c39df-4dc2-455d-b0a0-46eec5e646f6/				
/experiments/ENCSR249GVR/	ENCSR249GVR	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/ZFP36L2-human/	ZFP36L2	ZFP36L2		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against ZFP36L2	Chris Burge, MIT	ENCODE	released	/files/ENCFF726RAA/,/files/ENCFF712YGA/,/files/ENCFF818NQL/,/files/ENCFF511LJA/,/files/ENCFF827ILK/,/files/ENCFF245MDF/,/files/ENCFF510XIS/,/files/ENCFF694JSN/,/files/ENCFF472AJZ/			1	3,1,2																/replicates/4440e01c-b260-4aab-baff-96e600a4df20/,/replicates/38141bce-c21b-4ec3-84af-2bbae0b57026/,/replicates/e801503d-7983-43f3-bdd0-ecb652b10d9b/				
/experiments/ENCSR914PGB/	ENCSR914PGB	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/SRSF5-human/	SRSF5	SRSF5		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against SRSF5	Chris Burge, MIT	ENCODE	released	/files/ENCFF229OOD/,/files/ENCFF804SHE/,/files/ENCFF388IAE/,/files/ENCFF130TEX/,/files/ENCFF214SJB/,/files/ENCFF901VZV/,/files/ENCFF842OMI/,/files/ENCFF762GOC/,/files/ENCFF478NNJ/,/files/ENCFF351IBT/,/files/ENCFF977YCA/			1	4,5,2,3,1																/replicates/7e02dd5a-701c-4f8c-90b6-be09f046b65b/,/replicates/22f2bc3f-9cc4-4a7f-82f8-c3ef26949d0e/,/replicates/62f67303-e63a-481e-b09c-b9804bcc96b3/,/replicates/851215a5-1ecf-493a-a709-47cdc3653e56/,/replicates/4d763d89-eba6-40ca-bea9-a2c0304153a4/				
/experiments/ENCSR539RTM/	ENCSR539RTM	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/PCBP1-human/	PCBP1	PCBP1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against PCBP1	Chris Burge, MIT	ENCODE	released	/files/ENCFF015VYZ/,/files/ENCFF134JFO/,/files/ENCFF111WYI/,/files/ENCFF965AGF/,/files/ENCFF975PLP/,/files/ENCFF894ONZ/,/files/ENCFF391AFQ/,/files/ENCFF488GYB/,/files/ENCFF730IXM/,/files/ENCFF268RKR/,/files/ENCFF564LBJ/,/files/ENCFF669GAJ/,/files/ENCFF153TFF/,/files/ENCFF319TDW/,/files/ENCFF544DRZ/			1	2,4,5,1,3																/replicates/5ff01c84-99b0-4d7c-81f4-8a8efbc7524b/,/replicates/0c71e734-d34e-4b1e-ab93-4a22e30d8a97/,/replicates/b2e1a209-690a-43f1-ac06-89f508b623fe/,/replicates/320152ef-5bed-4bf3-bb1e-fda1fc23815d/,/replicates/6fb7eddc-fbfb-48a1-9f0f-52cc7120f841/				
/experiments/ENCSR744POX/	ENCSR744POX	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/SRSF10-human/	SRSF10	SRSF10		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against SRSF10	Chris Burge, MIT	ENCODE	released	/files/ENCFF386EWB/,/files/ENCFF272IIN/,/files/ENCFF457XQS/,/files/ENCFF057FSE/,/files/ENCFF593KNI/,/files/ENCFF908JKG/,/files/ENCFF855MSY/,/files/ENCFF645LFQ/,/files/ENCFF590LJM/,/files/ENCFF896LEJ/,/files/ENCFF820MRK/			1	2,5,4,1,3																/replicates/4265cdda-7b43-4b18-98fc-971968150355/,/replicates/21f7dae8-f6f4-4e42-bc1f-dbf184514cf2/,/replicates/cc9d0af9-7771-4895-b0a8-4cc09ecc5c91/,/replicates/ecc6df1c-963a-40b0-b55e-214330754c1d/,/replicates/5c859361-81fb-4167-9c7c-69e283c7d790/				
/experiments/ENCSR006TPX/	ENCSR006TPX	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/RBM22-human/	RBM22	RBM22		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against RBM22	Chris Burge, MIT	ENCODE	released	/files/ENCFF864NMG/,/files/ENCFF293KBP/,/files/ENCFF870LSB/,/files/ENCFF518QQN/,/files/ENCFF576DJF/,/files/ENCFF745RRQ/,/files/ENCFF222JFA/,/files/ENCFF488JCO/,/files/ENCFF688EDA/,/files/ENCFF849UTP/,/files/ENCFF581IOZ/,/files/ENCFF708MRW/,/files/ENCFF179SVM/,/files/ENCFF106RWF/,/files/ENCFF686ABH/			1	5,3,4,2,1																/replicates/1df7c3fd-b954-49f0-b1cb-98b075ce5bf2/,/replicates/d6be2a3a-8686-406d-9fc5-e9dab8b89067/,/replicates/43a452a3-204f-49c9-959e-ce5191733785/,/replicates/b91cfc03-936f-4ee3-b125-5ff312023f03/,/replicates/5876b0b6-6f76-4b81-b2af-f9505313aa8c/				
/experiments/ENCSR175OMA/	ENCSR175OMA	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/HNRNPD-human/	HNRNPD	HNRNPD		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against hnRNPD	Chris Burge, MIT	ENCODE	released	/files/ENCFF002DEG/,/files/ENCFF002DEH/,/files/ENCFF002DEI/,/files/ENCFF002DEJ/,/files/ENCFF002DEK/,/files/ENCFF002DEL/,/files/ENCFF002DFU/,/files/ENCFF002DFV/,/files/ENCFF002DFW/,/files/ENCFF002DFX/,/files/ENCFF002DFY/			1	3,4,2,1,5																/replicates/4d68cb81-d71e-45fe-8892-0326cccdbdd3/,/replicates/d56e6a7b-7ae0-49bf-9dd3-497591cca3a0/,/replicates/3312a7ed-74a4-45ca-8c11-f0cf2f0b5a54/,/replicates/530b7029-8443-423c-a285-e4efd0d1e585/,/replicates/f928ea19-d992-4245-aa19-c8b9c74c7fc4/				
/experiments/ENCSR376SUZ/	ENCSR376SUZ	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/HNRNPF-human/	HNRNPF	HNRNPF		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against hnRNPF	Chris Burge, MIT	ENCODE	released	/files/ENCFF002DEM/,/files/ENCFF002DEN/,/files/ENCFF002DEO/,/files/ENCFF002DEP/,/files/ENCFF002DEQ/,/files/ENCFF002DER/,/files/ENCFF002DGB/,/files/ENCFF002DGC/,/files/ENCFF002DGD/,/files/ENCFF002DGE/,/files/ENCFF002DGF/			1	1,3,2,4,5																/replicates/87a49e67-a8bd-4e64-ae2f-17f1b8281322/,/replicates/1d5208fe-dc62-4f86-8564-dfcc187763d8/,/replicates/85290867-9b24-4605-9436-ec5f01068ef2/,/replicates/dfea3614-dffa-4a3b-b58d-ec75d9669bce/,/replicates/48620c39-f1b7-4196-abb3-5e90f2a3f699/				
/experiments/ENCSR992NHR/	ENCSR992NHR	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/CELF1-human/	CELF1	CELF1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against CELF1	Chris Burge, MIT	ENCODE	released	/files/ENCFF002DEA/,/files/ENCFF002DEB/,/files/ENCFF002DEC/,/files/ENCFF002DED/,/files/ENCFF002DEE/,/files/ENCFF002DEF/,/files/ENCFF002DFL/,/files/ENCFF002DFM/,/files/ENCFF002DFN/,/files/ENCFF002DFO/,/files/ENCFF002DFP/,/files/ENCFF002DFQ/,/files/ENCFF002DFR/			1	4,6,1,2,7,3,5																/replicates/5b2b63ef-8387-4fa5-88e7-77c314fdecc8/,/replicates/2eac1007-8564-4cfc-b195-725eee6a2a23/,/replicates/ef2c437a-2dcc-4861-a176-cf1f3722c044/,/replicates/f1e47635-c9ce-474c-ba15-1e99bcd6c55d/,/replicates/69f83ee4-fa84-4b47-9097-0083fabb7818/,/replicates/bf7414eb-e10c-48ac-a14a-654675d6b026/,/replicates/8c1d17c8-a331-4224-8ca9-94484e71619f/				
/experiments/ENCSR945YVY/	ENCSR945YVY	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/EIF4H-human/	EIF4H	EIF4H		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against EIF4H	Chris Burge, MIT	ENCODE	released	/files/ENCFF114BBL/,/files/ENCFF458RCH/,/files/ENCFF609ORZ/,/files/ENCFF452MVU/,/files/ENCFF940HAL/,/files/ENCFF222QKD/,/files/ENCFF201LSJ/,/files/ENCFF381XVS/,/files/ENCFF318LUZ/,/files/ENCFF679ZFQ/			1	3,1,2																/replicates/a600698b-2bf7-4a1d-8a9c-c20474515eee/,/replicates/322f1576-613e-4104-a521-f5fbc7852976/,/replicates/0dd6e29f-0ab0-478c-a890-5ecef945e981/				
/experiments/ENCSR441HLP/	ENCSR441HLP	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/RBFOX2-human/	RBFOX2	RBFOX2		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against RBFOX2	Chris Burge, MIT	ENCODE	released	/files/ENCFF002DFE/,/files/ENCFF002DFF/,/files/ENCFF002DFG/,/files/ENCFF002DFH/,/files/ENCFF002DFI/,/files/ENCFF002DFJ/,/files/ENCFF002DHA/,/files/ENCFF002DHB/,/files/ENCFF002DHC/,/files/ENCFF002DHD/,/files/ENCFF002DHE/,/files/ENCFF002DHF/,/files/ENCFF002DHG/,/files/ENCFF002DHH/,/files/ENCFF002DHI/,/files/ENCFF499CES/,/files/ENCFF832GIY/			1	2,4,5,7,9,1,3,6,8																/replicates/3cb84f34-23d2-4cc9-87d6-19a414aee46d/,/replicates/e1e84afa-3c64-4eea-8995-5fb7e6450772/,/replicates/5ba32361-f62d-49f9-946d-501f5e002944/,/replicates/3abc1080-0f21-41c6-8926-975fed2516dd/,/replicates/4890ec3e-9173-4eee-80f0-bd42ef80604c/,/replicates/e218f0eb-e211-4d46-bf62-173cd7884f92/,/replicates/ac9c3193-039b-466d-92f3-4469440e95f9/,/replicates/01df5495-d1ab-457c-abff-d3f412a0eb82/,/replicates/ab8f0c28-441b-4bda-b29f-3224d71a251c/				
/experiments/ENCSR741ZPT/	ENCSR741ZPT	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/PTBP3-human/	PTBP3	PTBP3		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against PTBP3	Chris Burge, MIT	ENCODE	released	/files/ENCFF002EVE/,/files/ENCFF002EVF/,/files/ENCFF002EVG/,/files/ENCFF002EVH/,/files/ENCFF002EVI/,/files/ENCFF002EVJ/,/files/ENCFF002BYK/,/files/ENCFF002BYO/,/files/ENCFF002BYL/,/files/ENCFF002BYM/,/files/ENCFF002BYJ/,/files/ENCFF002BYP/,/files/ENCFF817UKQ/,/files/ENCFF988VZT/			1	6,2,5,4,1,3																/replicates/d3677f7f-3c7c-4010-b501-358f1a9ee6b5/,/replicates/4c42767c-7a8c-465e-9589-939ce180398b/,/replicates/eb158fca-455b-4c43-b03c-4fdcb5714614/,/replicates/31d692d3-5e39-47f8-b5c3-d9dc8e4f2870/,/replicates/dee02f6c-9bd5-4ee4-bf51-16f820d51828/,/replicates/6459c1c8-9431-4d10-8c76-2d57d9a50e00/				
/experiments/ENCSR928XOW/	ENCSR928XOW	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/IGF2BP1-human/	IGF2BP1	IGF2BP1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against IGF2BP1/IMP1	Chris Burge, MIT	ENCODE	released	/files/ENCFF002DGI/,/files/ENCFF002DGJ/,/files/ENCFF002DGK/,/files/ENCFF002DGL/,/files/ENCFF002DGM/,/files/ENCFF232CHY/,/files/ENCFF157MJN/,/files/ENCFF742YHB/,/files/ENCFF493XXL/,/files/ENCFF461NLU/,/files/ENCFF291VRH/,/files/ENCFF749TMN/,/files/ENCFF795EZC/			1	3,5,2,1,4																/replicates/18c428e7-a38d-471c-978c-807c7d3fd400/,/replicates/cf05679f-ef58-4f72-b50c-3827bdfc8d6c/,/replicates/fddb6fd1-d35e-4914-b824-ade865345ca0/,/replicates/71362f74-126e-4458-b0b8-c89ec5994f63/,/replicates/20343d38-d23f-47e8-8fa9-a235271a110d/				
/experiments/ENCSR697VZN/	ENCSR697VZN	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/FUBP3-human/	FUBP3	FUBP3		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against FUBP3	Chris Burge, MIT	ENCODE	released	/files/ENCFF626IFM/,/files/ENCFF229MQG/,/files/ENCFF340APJ/,/files/ENCFF130HUZ/,/files/ENCFF146YJF/,/files/ENCFF071WGX/,/files/ENCFF012DBP/,/files/ENCFF901VSN/,/files/ENCFF415RLT/,/files/ENCFF826BAQ/,/files/ENCFF891TDY/,/files/ENCFF610YNE/,/files/ENCFF771NBD/,/files/ENCFF325TXM/			1	1,3,5,4,2																/replicates/68aee177-b2fb-4cbc-9700-d0ecdcdf857c/,/replicates/f7d98206-d359-4c23-b7dd-5f0e2fff4e79/,/replicates/784cbca3-4e92-469b-8ad9-8d0dfa4efb60/,/replicates/1f1b15b1-ec91-4699-a2ef-6acd8b4d1d7c/,/replicates/b8829c4e-9351-414a-8b0f-7f6b6fdfdc60/				
/experiments/ENCSR569UIU/	ENCSR569UIU	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/HNRNPC-human/	HNRNPC	HNRNPC		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against hnRNPC	Chris Burge, MIT	ENCODE	released	/files/ENCFF083JEO/,/files/ENCFF235WCJ/,/files/ENCFF161YRQ/,/files/ENCFF592FMJ/,/files/ENCFF304NRR/,/files/ENCFF366SWO/,/files/ENCFF437UNW/,/files/ENCFF660VBL/,/files/ENCFF762UHX/,/files/ENCFF266NJN/,/files/ENCFF380JJG/,/files/ENCFF910BCQ/,/files/ENCFF370OUE/			1	3,5,2,1,4																/replicates/af3f72be-3d33-485e-bcb9-18493fef5c36/,/replicates/d4b3ed20-d484-4883-a780-8a3d37b15870/,/replicates/d0cc5f29-91a8-436e-ba91-5ff0376359f7/,/replicates/84ce94e2-1ac1-4bb4-aa2f-709915784c49/,/replicates/f3f60c85-9089-4d5c-bf3b-9e390934c376/				
/experiments/ENCSR334QCK/	ENCSR334QCK	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/PABPN1L-human/	PABPN1L	PABPN1L		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against PABPN1L	Chris Burge, MIT	ENCODE	released	/files/ENCFF390FGE/,/files/ENCFF883BVH/,/files/ENCFF219HWQ/,/files/ENCFF988CZO/,/files/ENCFF992FMO/,/files/ENCFF419ZIO/,/files/ENCFF174DZO/,/files/ENCFF807YLK/,/files/ENCFF749PUO/,/files/ENCFF285OLQ/,/files/ENCFF925JZI/,/files/ENCFF317DKE/,/files/ENCFF359PFB/,/files/ENCFF822GML/			1	4,2,1,3,5																/replicates/efc7944c-d70d-4a93-b813-b223fb4cb17e/,/replicates/7a4b1b9a-f7d2-4919-8b1e-e9bed594a82e/,/replicates/006c94b9-b073-4a58-891b-a8b685f81c54/,/replicates/85585fe5-8b25-4085-a410-6d5b63108833/,/replicates/6381bb2a-16c0-4f0d-a47f-f59ddaa7d359/				
/experiments/ENCSR934TDK/	ENCSR934TDK	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/A1CF-human/	A1CF	A1CF		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against A1CF	Chris Burge, MIT	ENCODE	released	/files/ENCFF305UGG/,/files/ENCFF884QIH/,/files/ENCFF187MDO/,/files/ENCFF274IJN/,/files/ENCFF194FOG/,/files/ENCFF672ZPY/,/files/ENCFF943MNY/,/files/ENCFF921OBL/,/files/ENCFF902SNR/,/files/ENCFF708DPS/,/files/ENCFF630YWR/,/files/ENCFF107SCR/,/files/ENCFF017ISP/			1	1,2,5,3,4																/replicates/aa38f9b5-dfd6-4d8c-8a85-9755edff8f23/,/replicates/6bb44487-820d-4751-b879-0ee55c5afb85/,/replicates/c776b99c-9dad-4e80-b27c-baf045182010/,/replicates/37fc4768-3be3-424f-9a84-a1a97752ad56/,/replicates/4a743102-178b-4542-b35a-80055c42ffd8/				
/experiments/ENCSR315VQD/	ENCSR315VQD	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/ZFP36-human/	ZFP36	ZFP36		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against ZFP36	Chris Burge, MIT	ENCODE	released	/files/ENCFF006ZXM/,/files/ENCFF149ZPE/,/files/ENCFF113XPZ/,/files/ENCFF248KPL/,/files/ENCFF089AAP/,/files/ENCFF193EMA/,/files/ENCFF151RNY/,/files/ENCFF735TCL/,/files/ENCFF170BKQ/,/files/ENCFF522CPG/,/files/ENCFF744DNT/,/files/ENCFF916BLW/,/files/ENCFF633DXF/			1	1,2,3,5,4																/replicates/c465dad9-6c58-474b-a3d5-e30489cf9674/,/replicates/b9d95ffe-30d5-4960-9d46-ab4426197709/,/replicates/fe133e58-c302-4ab5-9b52-fa9ca2076b44/,/replicates/30be5051-cbe8-4e86-8b20-a59b519cd674/,/replicates/4b6cf39c-a7d5-4e91-ac19-a6c4e955adc0/				
/experiments/ENCSR369RLA/	ENCSR369RLA	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/LIN28B-human/	LIN28B	LIN28B		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against LIN28B	Chris Burge, MIT	ENCODE	released	/files/ENCFF409TMI/,/files/ENCFF009HWR/,/files/ENCFF708BUH/,/files/ENCFF784JYD/,/files/ENCFF189NSX/,/files/ENCFF799ZVX/,/files/ENCFF003NMX/,/files/ENCFF572WPM/,/files/ENCFF105LNF/,/files/ENCFF410FBU/			1	2,1,3																/replicates/0a5e2d35-2cc1-4f05-bfba-ae27b03223b7/,/replicates/e80cab4a-1b12-4c89-9ec5-baa23ff12172/,/replicates/aebf513d-a51e-4496-a9e5-b7339410c093/				
/experiments/ENCSR084YCO/	ENCSR084YCO	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/CPEB1-human/	CPEB1	CPEB1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against CPEB1	Chris Burge, MIT	ENCODE	released	/files/ENCFF960JKZ/,/files/ENCFF859RIY/,/files/ENCFF903JOE/,/files/ENCFF808XIS/,/files/ENCFF013YVD/,/files/ENCFF473SQY/,/files/ENCFF604BFV/,/files/ENCFF742NAC/,/files/ENCFF745KUY/,/files/ENCFF487PLP/,/files/ENCFF734WNH/,/files/ENCFF670HNQ/,/files/ENCFF884AFI/,/files/ENCFF313SEU/			1	4,1,2,3,5																/replicates/6b660b50-7105-4f08-8466-0d49d047e0fe/,/replicates/5014428a-4106-4e56-98de-01196ed4aa28/,/replicates/15ec8246-1d75-41ba-86f8-ab9ac02b2c6a/,/replicates/737c0ddb-c2e8-4fc2-8e6c-cc86ea4699fd/,/replicates/17f172c0-5f61-4582-9f5f-3deec159e8d9/				
/experiments/ENCSR741VUK/	ENCSR741VUK	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/TRA2A-human/	TRA2A	TRA2A		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against TRA2A	Chris Burge, MIT	ENCODE	released	/files/ENCFF351RRP/,/files/ENCFF879MFV/,/files/ENCFF115SBU/,/files/ENCFF517XHH/,/files/ENCFF674LSW/,/files/ENCFF369HLN/,/files/ENCFF209PWZ/,/files/ENCFF053JOA/,/files/ENCFF191XFI/,/files/ENCFF406VDD/,/files/ENCFF971NRM/,/files/ENCFF191NLM/,/files/ENCFF804SZR/,/files/ENCFF015CJR/,/files/ENCFF425CRZ/			1	4,3,1,2,5																/replicates/0196c979-0348-407d-bcf6-dea95572b790/,/replicates/08fefe95-448a-4e8a-af52-8d2e92e9ba56/,/replicates/3a223182-7452-4ed0-89b6-9ddeb0642d95/,/replicates/8c475e35-e3df-46cf-abd2-5e0fc046d7f4/,/replicates/d323b46c-61b4-4c94-8f7f-abeae82704ba/				
/experiments/ENCSR906EKN/	ENCSR906EKN	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/ILF2-human/	ILF2	ILF2		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against ILF2	Chris Burge, MIT	ENCODE	released	/files/ENCFF085TLW/,/files/ENCFF976DUC/,/files/ENCFF096YGY/,/files/ENCFF383QAM/,/files/ENCFF539DBG/,/files/ENCFF647LEW/,/files/ENCFF003OLV/,/files/ENCFF529SPJ/,/files/ENCFF254FHX/,/files/ENCFF056ZFM/,/files/ENCFF971PUI/,/files/ENCFF612KES/,/files/ENCFF411LNZ/			1	2,3,4,1,5																/replicates/c2a74acc-18a1-4e4e-bff4-2b0e802e0a0c/,/replicates/c389358e-f0d7-4bc8-b0fa-e2e3a7db4f43/,/replicates/cfa324ff-d96e-4590-834e-01ec1f9720fa/,/replicates/0042eeed-b1e2-4d41-8859-4c6553e1aa2d/,/replicates/8e7a6220-87cc-4d89-abce-07c3a68cf016/				
/experiments/ENCSR673FLQ/	ENCSR673FLQ	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/PCBP2-human/	PCBP2	PCBP2		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against PCBP2	Chris Burge, MIT	ENCODE	released	/files/ENCFF053JNP/,/files/ENCFF798SMM/,/files/ENCFF020KTF/,/files/ENCFF058WPN/,/files/ENCFF691SCA/,/files/ENCFF024ODR/,/files/ENCFF203BAO/,/files/ENCFF908FAV/,/files/ENCFF877XOK/,/files/ENCFF761GIK/,/files/ENCFF282GMF/,/files/ENCFF986WIW/,/files/ENCFF884AGK/,/files/ENCFF999HRP/			1	1,4,3,5,2																/replicates/661ca48f-c55f-4dc3-abd2-9e175d7d7d20/,/replicates/dea10688-42d4-4d9f-8986-6badd930a7bd/,/replicates/c2851370-56d2-47fc-bdaa-339c8c132817/,/replicates/02c8e3e2-dd7c-4791-8f22-c1c845502f8f/,/replicates/b38762c7-ad64-4762-9567-9c72b52dc52c/				
/experiments/ENCSR724HZI/	ENCSR724HZI	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/SRSF9-human/	SRSF9	SRSF9		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against SRSF9	Chris Burge, MIT	ENCODE	released	/files/ENCFF305KBH/,/files/ENCFF042JZR/,/files/ENCFF413ETY/,/files/ENCFF779KVV/,/files/ENCFF927STX/,/files/ENCFF518QQO/,/files/ENCFF131QFS/,/files/ENCFF930MUF/,/files/ENCFF904PHM/,/files/ENCFF081SZX/,/files/ENCFF902PZM/,/files/ENCFF808FRG/,/files/ENCFF434EMZ/,/files/ENCFF349NQV/			1	4,5,3,1,2																/replicates/c5a20912-62e5-4eb7-b4cf-30c5a4dbfa4a/,/replicates/2368ce73-0371-4c3e-b6ff-f46f24b64744/,/replicates/009980ea-d200-46eb-af8a-3c7149f95392/,/replicates/dc987a42-fbc1-4323-8ef0-6afa716203dd/,/replicates/df4458a5-1a9f-495e-9c45-beac66964f09/				
/experiments/ENCSR318HZC/	ENCSR318HZC	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/SF1-human/	SF1	SF1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against SF1	Chris Burge, MIT	ENCODE	released	/files/ENCFF894RNB/,/files/ENCFF550BZS/,/files/ENCFF045VHV/,/files/ENCFF753JLV/,/files/ENCFF990CLK/,/files/ENCFF268MJA/,/files/ENCFF310EFE/,/files/ENCFF574ATK/,/files/ENCFF408CLJ/,/files/ENCFF580RLC/,/files/ENCFF620JEI/,/files/ENCFF846RCG/,/files/ENCFF514OMP/			1	1,5,3,2,4																/replicates/71b99000-e13a-4db6-bd13-63e903a018aa/,/replicates/4720bccd-c9a9-4c5c-9157-1ec963d279db/,/replicates/50323b03-72a8-411d-bc7d-a6dbb6ee0c35/,/replicates/775a34fe-418f-41d9-bf30-a662f22f6252/,/replicates/aab69dae-7a3e-4bc0-9c70-4edcea5ecc2d/				
/experiments/ENCSR264RVK/	ENCSR264RVK	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/RBM47-mouse/	RBM47	Rbm47		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against RBM47	Chris Burge, MIT	ENCODE	released	/files/ENCFF546CET/,/files/ENCFF753GNQ/,/files/ENCFF309STS/,/files/ENCFF034WGD/,/files/ENCFF124DAS/,/files/ENCFF650UUT/,/files/ENCFF152YBN/,/files/ENCFF051CMM/,/files/ENCFF953ZVW/,/files/ENCFF211NKK/,/files/ENCFF639XVL/,/files/ENCFF063VIP/,/files/ENCFF995ECH/,/files/ENCFF689ZBZ/			1	5,3,4,2,1,6																/replicates/23707581-bafa-45a9-a34f-280652d7482e/,/replicates/e4efd816-a5e8-4e46-a0bc-629c4d5b91be/,/replicates/9096c20c-a333-4b3a-9300-03aed2707a96/,/replicates/20a54495-dacb-4535-bf24-b0573b31f63c/,/replicates/401eb717-e9c7-4dfd-921e-9fb92d92f8d2/,/replicates/d8057c2a-ebae-48ee-9338-118312cf6b1b/				
/experiments/ENCSR548RVM/	ENCSR548RVM	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/RBM6-human/	RBM6	RBM6		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against RBM6	Chris Burge, MIT	ENCODE	released	/files/ENCFF002VNX/,/files/ENCFF133WMF/,/files/ENCFF229GWE/,/files/ENCFF880ULO/,/files/ENCFF796ZYM/,/files/ENCFF150OOG/,/files/ENCFF612PCY/,/files/ENCFF793PCZ/,/files/ENCFF264BEX/,/files/ENCFF191CTZ/,/files/ENCFF726YHH/,/files/ENCFF409JMW/,/files/ENCFF202DIL/			1	4,1,2,5,3																/replicates/641f4f86-3424-4058-9c64-2d2fb8b042ec/,/replicates/641573c6-342a-4f0e-9958-4536b850845f/,/replicates/58d7d663-3897-4950-953b-84b711504a18/,/replicates/d5708737-9193-49a5-bf51-14b3130fdd5d/,/replicates/c973b6bc-e364-44bd-9c71-d3928f786cfb/				
