2026-02-16 23:10:26.025261	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&assay_term_name=RNA+Bind-n-Seq&status=released&files.file_type=tsv&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR368NMO/	ENCSR368NMO	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/HNRNPK-human/	HNRNPK	HNRNPK		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against HNRNPK	Chris Burge, MIT	ENCODE	released	/files/ENCFF261ZHZ/,/files/ENCFF715DIL/,/files/ENCFF281CNE/,/files/ENCFF004OKN/,/files/ENCFF674RCB/,/files/ENCFF346XPF/,/files/ENCFF595IBV/,/files/ENCFF850EVL/,/files/ENCFF732XFP/,/files/ENCFF775OKJ/,/files/ENCFF574ANJ/,/files/ENCFF813TVN/,/files/ENCFF298QFN/			1	1,2,3,4,5																/replicates/afde0b30-1afc-462b-b7f6-de685b7a5e35/,/replicates/3b88c2ae-1046-4ce0-b6b1-18cd28c64fc1/,/replicates/ae31e375-1abd-40bd-b51c-240cdaf6bde6/,/replicates/7081b0c0-8e55-4f06-a94e-86b74cf37253/,/replicates/dc305125-578d-4410-abbe-f4a56f630096/				
/experiments/ENCSR252RIJ/	ENCSR252RIJ	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/SRSF4-human/	SRSF4	SRSF4		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against SRSF4	Chris Burge, MIT	ENCODE	released	/files/ENCFF707DGD/,/files/ENCFF695JWD/,/files/ENCFF801NRU/,/files/ENCFF908WYK/,/files/ENCFF659GOB/,/files/ENCFF185UAE/,/files/ENCFF773PVD/,/files/ENCFF424VHK/,/files/ENCFF975KOB/,/files/ENCFF661GML/,/files/ENCFF298ZWZ/,/files/ENCFF166TCK/,/files/ENCFF225NRS/			1	3,4,1,2,5																/replicates/1e24e650-c9ad-4b98-a80c-c9a34c6d1ace/,/replicates/7dc3e61c-6585-4b7a-99db-501220fd7641/,/replicates/ecf4737f-d39f-4b3b-bfa9-93be1bf6d523/,/replicates/49763466-e45d-40c1-8b2c-9bdd65e18fbb/,/replicates/226eec84-b7df-4545-a5da-d55101cc6e67/				
/experiments/ENCSR759QKO/	ENCSR759QKO	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/RBM25-human/	RBM25	RBM25		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against RBM25	Chris Burge, MIT	ENCODE	released	/files/ENCFF066NPP/,/files/ENCFF897ZRK/,/files/ENCFF701SYD/,/files/ENCFF410QTN/,/files/ENCFF353VKL/,/files/ENCFF135TEV/,/files/ENCFF252CDY/,/files/ENCFF556OQE/,/files/ENCFF485TKI/,/files/ENCFF514QXS/,/files/ENCFF872SLK/,/files/ENCFF170PGF/,/files/ENCFF713WFE/			1	3,5,2,4,1																/replicates/c61e01df-4a7f-4eee-9d7a-c4517b2046b2/,/replicates/5643bd4e-c331-4060-b0c5-bf5d589b7a8c/,/replicates/3c5af6be-ba87-4f78-a363-64fcdebdd1c9/,/replicates/b2b7dac8-143a-45ae-bf05-54d758b8333c/,/replicates/db32c126-2622-4cb9-9f24-e055e9bab503/				
/experiments/ENCSR845GNW/	ENCSR845GNW	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/PUM1-human/	PUM1	PUM1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against PUM1	Chris Burge, MIT	ENCODE	released	/files/ENCFF266PHU/,/files/ENCFF894MLG/,/files/ENCFF090QVU/,/files/ENCFF574TBN/,/files/ENCFF955ZGE/,/files/ENCFF345UJY/,/files/ENCFF519SMF/,/files/ENCFF966LVC/,/files/ENCFF400IBT/,/files/ENCFF056YLH/,/files/ENCFF031GWM/,/files/ENCFF704EBI/,/files/ENCFF537LES/,/files/ENCFF648TBV/,/files/ENCFF126IQM/			1	2,4,3,5,1																/replicates/f95681f4-8ae4-4fe5-9bd3-7b78894ca394/,/replicates/d6eaa552-c4b4-4244-8b51-d7a004dc96cc/,/replicates/cce8b8be-90c9-44ce-9341-c5209e68817d/,/replicates/6e6caefb-69bf-4aad-8e74-9f321cb07503/,/replicates/39d3f859-c33a-45a6-bef3-8b36209c9636/				
/experiments/ENCSR575QYE/	ENCSR575QYE	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/KHDRBS2-human/	KHDRBS2	KHDRBS2		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against KHDRBS2	Chris Burge, MIT	ENCODE	released	/files/ENCFF715SQI/,/files/ENCFF803LHT/,/files/ENCFF725OYS/,/files/ENCFF276YSZ/,/files/ENCFF234WAZ/,/files/ENCFF903TJA/,/files/ENCFF083OIG/,/files/ENCFF026GXV/,/files/ENCFF456XDP/,/files/ENCFF192FTT/,/files/ENCFF465ZHS/,/files/ENCFF388TRM/,/files/ENCFF859PTL/,/files/ENCFF193NAZ/,/files/ENCFF193FIH/			1	1,2,3,4,5																/replicates/f45fe4b5-9c0c-4aed-99b7-f5d91aa9caa1/,/replicates/5c69d2d0-9a88-47af-85b0-a2a85c4df6fb/,/replicates/c0fb98e9-62dd-4f04-b335-04d0fb68862c/,/replicates/520a36c8-c79d-47ab-950c-43493344d8bc/,/replicates/54c4291a-5ecb-4d97-8fa6-11cdab35b81f/				
/experiments/ENCSR919USP/	ENCSR919USP	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/YBX2-human/	YBX2	YBX2		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against YBX2	Chris Burge, MIT	ENCODE	released	/files/ENCFF995XRI/,/files/ENCFF414JCF/,/files/ENCFF182TEF/,/files/ENCFF340TEN/,/files/ENCFF335XEM/,/files/ENCFF272WRQ/,/files/ENCFF437MWC/,/files/ENCFF566IZY/,/files/ENCFF946LWT/,/files/ENCFF957CWU/,/files/ENCFF356YQN/			1	3,2,1																/replicates/16c643d1-ac2b-432e-9023-20b0774fa2ca/,/replicates/a61898dc-8bdf-4bcd-adea-dd2f795e5b7c/,/replicates/71d12d2b-1f25-4feb-b149-9d2836873ae9/				
/experiments/ENCSR936LOF/	ENCSR936LOF	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/FUS-human/	FUS	FUS		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against FUS	Chris Burge, MIT	ENCODE	released	/files/ENCFF375AIG/,/files/ENCFF739HXK/,/files/ENCFF692LOC/,/files/ENCFF448YEM/,/files/ENCFF471JZK/,/files/ENCFF680AGJ/,/files/ENCFF293XMV/,/files/ENCFF835DNX/,/files/ENCFF456TPW/,/files/ENCFF409RJT/,/files/ENCFF745URC/,/files/ENCFF031YEF/,/files/ENCFF907TLO/			1	2,4,1,3,5																/replicates/3ef7a40a-83b4-413e-9237-c7ca25738e8f/,/replicates/feec6546-c6f4-4196-8fab-d04b0d349089/,/replicates/5b7785e3-05e8-4aff-a7a4-a5bfa1eb52fc/,/replicates/2314b555-9099-4337-aefb-2437b2254817/,/replicates/3a5ea02e-35b4-4135-b0f7-8348c461d5ab/				
/experiments/ENCSR063HQO/	ENCSR063HQO	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/EWSR1-human/	EWSR1	EWSR1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against EWSR1	Chris Burge, MIT	ENCODE	released	/files/ENCFF846YUO/,/files/ENCFF690OPZ/,/files/ENCFF352GUJ/,/files/ENCFF589AOW/,/files/ENCFF364MOL/,/files/ENCFF561OTA/,/files/ENCFF100OEJ/,/files/ENCFF127WKQ/,/files/ENCFF806UZR/,/files/ENCFF484JBC/,/files/ENCFF500XUN/,/files/ENCFF283ODT/			1	1,4,2,3,5																/replicates/b1fe3cd3-7f0a-478f-a645-b672cc604ccf/,/replicates/d81ea304-d1b3-444a-94e5-96e4c602d6a1/,/replicates/d6da554b-e3e8-411a-a531-5ca726da2c64/,/replicates/a7c38c64-2038-4080-808f-83b4132455ba/,/replicates/a23f3439-0281-4b55-b7be-02005f07feb4/				
/experiments/ENCSR331BKR/	ENCSR331BKR	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/RBM4-human/	RBM4	RBM4		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against RBM4	Chris Burge, MIT	ENCODE	released	/files/ENCFF401FZE/,/files/ENCFF662YDT/,/files/ENCFF940CRO/,/files/ENCFF527ZSP/,/files/ENCFF290VRZ/,/files/ENCFF891RFM/,/files/ENCFF399HBQ/,/files/ENCFF620EXI/,/files/ENCFF108CRY/,/files/ENCFF870FLG/,/files/ENCFF667LUD/,/files/ENCFF395DTW/,/files/ENCFF290ZZD/			1	2,3,4,1,5																/replicates/9e14816b-c65e-4303-8526-1f3d4c39d6d9/,/replicates/3bf96f7b-d618-4876-ad6b-51e51322ab99/,/replicates/e62285b8-dd9c-46d3-a21c-c3ae160bbd51/,/replicates/5f1fb216-dc48-40ed-9374-bf33fe1714a6/,/replicates/e376d6ee-436d-4db8-a491-56008baf236c/				
/experiments/ENCSR328PGZ/	ENCSR328PGZ	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/HNRNPH2-human/	HNRNPH2	HNRNPH2		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against hnRNPH2	Chris Burge, MIT	ENCODE	released	/files/ENCFF271YCR/,/files/ENCFF471ZPP/,/files/ENCFF789QRU/,/files/ENCFF951WED/,/files/ENCFF760BOS/,/files/ENCFF183XXP/,/files/ENCFF341AET/,/files/ENCFF852RPM/,/files/ENCFF554FAN/,/files/ENCFF690ORX/,/files/ENCFF765KER/			1	1,4,2,5,3																/replicates/ad05bb5a-c579-4a84-8a7a-7568d7ee6d5c/,/replicates/c52539c1-4060-4ca7-929d-3c48aee95037/,/replicates/5f71a380-7d03-48f1-8665-f7c9be796447/,/replicates/868c3407-916c-4e84-9225-73b8b5deced5/,/replicates/1adb3d34-3679-4961-9cfc-8b956e4d6a08/				
/experiments/ENCSR329RIP/	ENCSR329RIP	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/MSI1-mouse/	MSI1	Msi1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against MSI1	Chris Burge, MIT	ENCODE	released	/files/ENCFF200FEI/,/files/ENCFF695CIJ/,/files/ENCFF110LAR/,/files/ENCFF200ERL/,/files/ENCFF518PVS/,/files/ENCFF049COJ/,/files/ENCFF701XPF/,/files/ENCFF996BLZ/,/files/ENCFF278ERO/,/files/ENCFF922BHB/,/files/ENCFF007RBS/,/files/ENCFF933GJV/,/files/ENCFF506LTL/,/files/ENCFF171TZH/,/files/ENCFF488UTB/			1	2,1,7,4,5,3,6																/replicates/c0f004d9-93a0-43f6-9b29-74e128f6048b/,/replicates/5ae053c7-5c7e-4c84-99be-ca57e452fef4/,/replicates/3d72e133-0ab8-4416-a459-30639c9f078c/,/replicates/3a181116-0e46-4064-bb87-782329076a18/,/replicates/4f807e0a-2f4e-499f-a085-09fa3721bad2/,/replicates/ce490282-1f5c-450f-a417-b432565efbda/,/replicates/12fb7bc7-013e-48f7-9f82-17290d6b00dd/				
/experiments/ENCSR588GYZ/	ENCSR588GYZ	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/IGF2BP2-human/	IGF2BP2	IGF2BP2		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against IGF2BP2	Chris Burge, MIT	ENCODE	released	/files/ENCFF446BRC/,/files/ENCFF551GUG/,/files/ENCFF331ENP/,/files/ENCFF262EYJ/,/files/ENCFF998ZLV/,/files/ENCFF359JRV/,/files/ENCFF074RIC/,/files/ENCFF841MFA/,/files/ENCFF703PSX/,/files/ENCFF758QOA/,/files/ENCFF833VXY/,/files/ENCFF556SJQ/			1	4,2,5,3,1																/replicates/d8b894fa-b212-4efc-b545-edb4fe2bff70/,/replicates/1c6a6948-9b90-4267-aa7f-f5837243e5ae/,/replicates/ee7e3796-c197-48ee-91ea-55f447461c52/,/replicates/616c4db5-8e91-4a00-9bb1-1ac67a907e47/,/replicates/45021bdc-6d49-4d5a-aafc-26bcd906755a/				
/experiments/ENCSR488AUU/	ENCSR488AUU	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/EIF3D-human/	EIF3D	EIF3D		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against EIF3D	Chris Burge, MIT	ENCODE	released	/files/ENCFF901UAU/,/files/ENCFF313IWB/,/files/ENCFF609BEU/,/files/ENCFF112DCJ/,/files/ENCFF092FJB/,/files/ENCFF290JKE/,/files/ENCFF397EFW/,/files/ENCFF337UFE/,/files/ENCFF920TGK/,/files/ENCFF400IEP/,/files/ENCFF259EWN/,/files/ENCFF755RTG/			1	1,2,3																/replicates/957a1e72-336d-4748-a098-e37fffd15482/,/replicates/b43aa641-3c69-4a08-a48a-6ebcead183b4/,/replicates/352435d7-ff03-48a1-9934-52a7e8ff9fff/				
/experiments/ENCSR843QMF/	ENCSR843QMF	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/FUBP1-human/	FUBP1	FUBP1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against FUBP1	Chris Burge, MIT	ENCODE	released	/files/ENCFF624STJ/,/files/ENCFF884IBI/,/files/ENCFF319TXL/,/files/ENCFF597MHG/,/files/ENCFF677VDN/,/files/ENCFF259WWZ/,/files/ENCFF588INN/,/files/ENCFF679FDX/,/files/ENCFF994WHR/,/files/ENCFF078JLK/,/files/ENCFF064EZC/,/files/ENCFF975CXE/,/files/ENCFF438XEM/			1	3,4,2,5,1																/replicates/c59b3d01-dc2b-425d-aef6-daddc14a349c/,/replicates/cf9aaf02-c09b-405d-b2b9-a3d6f5292d18/,/replicates/f5f956f1-5ab5-4ad5-b5aa-b86420276d68/,/replicates/380c8b4e-c521-46f3-920f-2fda352e1d8f/,/replicates/2127c256-8071-4703-9a3b-1a0cc9b37e87/				
/experiments/ENCSR064NOY/	ENCSR064NOY	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/TIA1-human/	TIA1	TIA1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against TIA1	Chris Burge, MIT	ENCODE	released	/files/ENCFF897ONM/,/files/ENCFF815CIK/,/files/ENCFF403RUI/,/files/ENCFF400JXE/,/files/ENCFF633HPI/,/files/ENCFF042KLN/,/files/ENCFF278GIB/,/files/ENCFF374UTI/,/files/ENCFF217XXK/,/files/ENCFF268DAL/,/files/ENCFF936GUV/,/files/ENCFF540NRR/,/files/ENCFF424RKK/,/files/ENCFF748GRE/,/files/ENCFF025PCM/			1	3,1,2,5,4																/replicates/699b3f94-ab75-484d-9131-e3eb83edf5f3/,/replicates/7e72cc8d-f395-4827-a805-4b3bebde6981/,/replicates/881c635e-4917-46e4-b0c0-6856cd58873b/,/replicates/42e0a17d-a949-4dcd-9943-3b0225f4ee32/,/replicates/50aebb18-d918-4fb1-8d0f-11391c5a5783/				
/experiments/ENCSR006QKZ/	ENCSR006QKZ	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/MBNL1-human/	MBNL1	MBNL1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against MBNL1	Chris Burge, MIT	ENCODE	released	/files/ENCFF002DEY/,/files/ENCFF002DEZ/,/files/ENCFF002DFA/,/files/ENCFF002DFB/,/files/ENCFF002DFC/,/files/ENCFF002DFD/,/files/ENCFF002DGP/,/files/ENCFF002DGQ/,/files/ENCFF002DGR/,/files/ENCFF002DGS/,/files/ENCFF002DGT/,/files/ENCFF002DGU/,/files/ENCFF002DGV/,/files/ENCFF002DGW/,/files/ENCFF002DGX/			1	9,6,3,7,2,4,8,5,1																/replicates/a07b0b73-70e2-4bb3-b509-fd214c84309f/,/replicates/706f53a0-52ac-42d0-a86b-d25217f4be53/,/replicates/e720b531-bb06-40e8-a7bc-6281a77d56ab/,/replicates/a97bbdaa-aab4-47c3-8904-d6dd34d1caaf/,/replicates/9d14056b-8d70-4309-8219-5fe57d0d6c86/,/replicates/d6992b69-2b50-478b-a423-c6a096ab8695/,/replicates/6f5cf466-7f32-4b77-8365-f81598df6db5/,/replicates/6118b4a7-9911-4c04-a424-79253469947b/,/replicates/d7a4af92-da77-467a-9928-bbff9530678b/				
/experiments/ENCSR653ZTY/	ENCSR653ZTY	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/TROVE2-human/	TROVE2	TROVE2		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against TROVE2	Chris Burge, MIT	ENCODE	released	/files/ENCFF245ISP/,/files/ENCFF779BQS/,/files/ENCFF702NXM/,/files/ENCFF009LID/,/files/ENCFF073URD/,/files/ENCFF265BIN/,/files/ENCFF791XTX/,/files/ENCFF684NKR/,/files/ENCFF726HDC/			1	1,3,2																/replicates/6b010407-b884-4395-b005-8246e5989af3/,/replicates/ec39f89a-1875-446a-89da-fdda66ee5e7b/,/replicates/b5bb78ac-12b6-4d7f-ad09-03bebd06dc40/				
/experiments/ENCSR421UDF/	ENCSR421UDF	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/RBFOX3-human/	RBFOX3	RBFOX3		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against RBFOX3	Chris Burge, MIT	ENCODE	released	/files/ENCFF942RUM/,/files/ENCFF629DZC/,/files/ENCFF719LOX/,/files/ENCFF108IBF/,/files/ENCFF963SOG/,/files/ENCFF405QFZ/,/files/ENCFF536WVL/,/files/ENCFF952BVQ/,/files/ENCFF111IQQ/,/files/ENCFF150YMO/,/files/ENCFF411LYJ/,/files/ENCFF247CQR/,/files/ENCFF518RZJ/			1	4,5,1,3,2																/replicates/318869c7-961d-42f5-be45-217016f2f465/,/replicates/95c750c6-8d91-4115-b6e2-2f3f7befb4cb/,/replicates/f228ec61-3a0f-4b0a-8ca9-1441130f6c7f/,/replicates/339fa4ee-b25a-491a-8141-f6614ad0aad4/,/replicates/9e53997e-f3c2-4878-a852-6d31f05a14ff/				
/experiments/ENCSR379HWF/	ENCSR379HWF	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/RBM3-human/	RBM3	RBM3		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against RBM3	Chris Burge, MIT	ENCODE	released	/files/ENCFF576KOI/,/files/ENCFF745PBS/,/files/ENCFF809IFX/,/files/ENCFF819XJK/,/files/ENCFF814UBS/,/files/ENCFF915WEK/,/files/ENCFF079HPJ/,/files/ENCFF863IMN/			1	3,1,2																/replicates/e639e402-ce36-4762-8d4f-ed7b5bc4dfd3/,/replicates/8e2d6589-45b2-4b35-8ef6-73591b069c99/,/replicates/29bc42a2-a18b-4efe-b5eb-88358a416388/				
/experiments/ENCSR432LUH/	ENCSR432LUH	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/EXOSC4-human/	EXOSC4	EXOSC4		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against EXOSC4	Chris Burge, MIT	ENCODE	released	/files/ENCFF547QPF/,/files/ENCFF515KZG/,/files/ENCFF543ECU/,/files/ENCFF045ALS/,/files/ENCFF876SQO/,/files/ENCFF999GOK/,/files/ENCFF458GUX/,/files/ENCFF745BOG/,/files/ENCFF410ZHD/,/files/ENCFF729JYF/			1	3,1,2																/replicates/5c521cf4-65c6-40f9-9a7b-85c0024781aa/,/replicates/2b9596ea-f69f-4088-8797-7a1288c375d9/,/replicates/79adef4a-0328-49c5-8fa5-fe8cbb59a910/				
/experiments/ENCSR171TTH/	ENCSR171TTH	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/ELAVL4-human/	ELAVL4	ELAVL4		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against ELAVL4	Chris Burge, MIT	ENCODE	released	/files/ENCFF144IPW/,/files/ENCFF177IIK/,/files/ENCFF733WCR/,/files/ENCFF221RQV/,/files/ENCFF729VNY/,/files/ENCFF639TKW/,/files/ENCFF947KRL/,/files/ENCFF183CKH/,/files/ENCFF842JHX/,/files/ENCFF495WZV/,/files/ENCFF803LGU/,/files/ENCFF797VXM/,/files/ENCFF736UWG/			1	4,1,2,3,5																/replicates/92aec01c-e533-479a-b111-7450fdf34887/,/replicates/49e967e1-d2f7-444f-a281-5774948e2d75/,/replicates/5db37a1b-450d-4357-8c36-f52c9c4dcc8c/,/replicates/daa9e241-f110-46b4-a3a2-8d7d47c1c638/,/replicates/de6fe61d-c0f5-40a9-843a-b6158698a2f6/				
/experiments/ENCSR728SXZ/	ENCSR728SXZ	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/RC3H1-human/	RC3H1	RC3H1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against RC3H1	Chris Burge, MIT	ENCODE	released	/files/ENCFF189FRP/,/files/ENCFF607ZLL/,/files/ENCFF870TDL/,/files/ENCFF222OVF/,/files/ENCFF540SRD/,/files/ENCFF792ROS/,/files/ENCFF732QEB/,/files/ENCFF083LIF/,/files/ENCFF393MNZ/,/files/ENCFF140TLP/,/files/ENCFF661BCA/,/files/ENCFF597IYF/,/files/ENCFF099SQP/			1	5,1,3,4,2																/replicates/f33fec1f-cb72-4c16-a445-10eec2404e4e/,/replicates/a2577232-08e8-42d4-a7e3-16b7e7e44fac/,/replicates/fd26b432-c2c2-4951-9109-b5d426836d6b/,/replicates/60c0a253-1569-450c-863d-fb34e8915724/,/replicates/a7daafbb-9813-4510-8892-0c5c18883652/				
/experiments/ENCSR806UCE/	ENCSR806UCE	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/CNOT4-human/	CNOT4	CNOT4		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against CNOT4	Chris Burge, MIT	ENCODE	released	/files/ENCFF798CEK/,/files/ENCFF751TQU/,/files/ENCFF763IRH/,/files/ENCFF897BPT/,/files/ENCFF691NQF/,/files/ENCFF291WEC/,/files/ENCFF497RAZ/,/files/ENCFF962UIH/,/files/ENCFF935NYJ/,/files/ENCFF420JBE/,/files/ENCFF553OKX/,/files/ENCFF724TVE/,/files/ENCFF485KVS/			1	3,5,2,1,4																/replicates/093e75de-8498-4ea5-82de-10da24f73255/,/replicates/c16c43d0-4422-48a1-a031-fc4c545bbd74/,/replicates/39ec7112-325f-4e81-8b16-5b13cc5a34fe/,/replicates/d8c583de-67c8-4632-8cd0-a159885673a6/,/replicates/3d6b61de-680d-4fcf-8d87-848ef6d2e98a/				
/experiments/ENCSR073DSH/	ENCSR073DSH	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/SRSF11-human/	SRSF11	SRSF11		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against SRSF11	Chris Burge, MIT	ENCODE	released	/files/ENCFF621BGN/,/files/ENCFF040OXG/,/files/ENCFF828WZL/,/files/ENCFF820GEE/,/files/ENCFF206YND/,/files/ENCFF877DUW/,/files/ENCFF205NWX/,/files/ENCFF795EEX/,/files/ENCFF431TKD/,/files/ENCFF260EGH/,/files/ENCFF186POK/,/files/ENCFF279RSC/,/files/ENCFF283VSZ/			1	1,5,4,2,3																/replicates/681b33e7-04ee-424f-8795-1bb351891b1f/,/replicates/0061b7fd-7a77-4276-aed1-41507b12d279/,/replicates/146ebb6d-51a9-4a46-bfc7-40eed287a4aa/,/replicates/0b54cfe7-09cb-426e-b492-6c332688331c/,/replicates/72d25734-3bde-42fd-9567-089a5f8f0395/				
/experiments/ENCSR382CPM/	ENCSR382CPM	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/XRN2-human/	XRN2	XRN2		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against XRN2	Chris Burge, MIT	ENCODE	released	/files/ENCFF793CXW/,/files/ENCFF122OCC/,/files/ENCFF814DJB/,/files/ENCFF260BWV/,/files/ENCFF391JRC/,/files/ENCFF520RQW/,/files/ENCFF923CZL/,/files/ENCFF269AFK/			1	3,1,2																/replicates/c51e13fb-d257-4819-9629-fe1f0146b99a/,/replicates/58dd705b-3f4a-4a60-9cb2-c4d6203d3601/,/replicates/fcb3682a-947a-4cdc-9da8-317b5e6ee3db/				
/experiments/ENCSR958WXF/	ENCSR958WXF	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/HNRNPA1L2-human/	HNRNPA1L2	HNRNPA1L2		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against HNRNPA1L2	Chris Burge, MIT	ENCODE	released	/files/ENCFF313MLM/,/files/ENCFF324SNP/,/files/ENCFF200VIJ/,/files/ENCFF259ROQ/,/files/ENCFF707XJU/,/files/ENCFF136NBQ/,/files/ENCFF837DUP/,/files/ENCFF401ZYO/,/files/ENCFF459TEM/,/files/ENCFF569IPW/			1	3,1,2																/replicates/bfa46ed2-67ce-41ac-b157-57d9c416ff18/,/replicates/35d74be4-7b5b-4acd-9a9b-1cdc6a55ed4a/,/replicates/43b339a6-c267-41c9-bf83-26b0aed29e4e/				
/experiments/ENCSR570AIV/	ENCSR570AIV	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/ZFP36L1-human/	ZFP36L1	ZFP36L1		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against ZFP36L1	Chris Burge, MIT	ENCODE	released	/files/ENCFF573PAZ/,/files/ENCFF838TGG/,/files/ENCFF676GIJ/,/files/ENCFF845KBZ/,/files/ENCFF525ZWW/,/files/ENCFF951HUV/,/files/ENCFF152EYR/,/files/ENCFF063FIR/,/files/ENCFF518BOX/			1	3,1,2																/replicates/9ecd28a8-9ed9-486d-9f27-5c07ae6abc02/,/replicates/336271de-760c-4e5e-a5ff-c9568f8a359f/,/replicates/99c8a427-6346-40e3-840f-953ef95ff149/				
/experiments/ENCSR391FEW/	ENCSR391FEW	RNA Bind-n-Seq	RNA Bind-n-Seq	cell-free sample	/targets/TRA2B-human/	TRA2B	TRA2B		cell-free sample		RNA Bind-n-Seq (RBNS) pulldown experiment against TRA2B	Chris Burge, MIT	ENCODE	released	/files/ENCFF306CPI/,/files/ENCFF053XRQ/,/files/ENCFF777VGS/,/files/ENCFF083WIC/,/files/ENCFF763MIF/,/files/ENCFF087FIC/,/files/ENCFF762NVQ/,/files/ENCFF804ETQ/			1	3,1,2																/replicates/76a9e98b-b992-4ad2-9750-56e3333989b6/,/replicates/dfd7371a-0fd0-44b3-b51a-8133976de961/,/replicates/05e13c2f-3822-4195-9bbe-e198817ac17e/				
