rbp,cell_line,timestamp,n_kmers,n_peaks_initial,n_peaks_filtered,n_canonical,n_discrepant,n_intermediate,n_significant,n_significant_ranked,top_mod_ranked,top_mod_direction
PCBP2,HepG2,2026-02-28T21:47:01.252623,1024,8666,8666,6979,690,997,0,2,ac4C,enriched_at_high_Z
