rbp,cell_line,timestamp,n_kmers,n_peaks_initial,n_peaks_filtered,n_canonical,n_discrepant,n_intermediate,n_significant,n_significant_ranked
SRSF9,K562,2026-02-28T21:46:34.764166,1024,270,270,82,14,174,0,0
