rbp,cell_line,timestamp,n_kmers,n_peaks_initial,n_peaks_filtered,n_canonical,n_discrepant,n_intermediate,n_significant,n_significant_ranked
HNRNPK,K562,2026-02-28T21:47:00.864929,1024,4919,4919,2930,75,1914,0,0
