rbp,cell_line,timestamp,n_kmers,n_peaks_initial,n_peaks_filtered,n_canonical,n_discrepant,n_intermediate,n_significant,n_significant_ranked,top_mod_ranked,top_mod_direction
TRA2A,K562,2026-02-28T21:46:41.948108,1024,1741,1741,1433,106,202,0,1,m6A,enriched_at_high_Z
