modification,canonical_overlap,canonical_total,canonical_pct,discrepant_overlap,discrepant_total,discrepant_pct,odds_ratio,pvalue,pvalue_adj,significant,rbp,cell_line
m6A,438,6915,6.33405639913232,0,1,0.0,0.0,1.0,1.0,False,TARDBP,K562
pseudoU,10,6915,0.14461315979754158,0,1,0.0,0.0,1.0,1.0,False,TARDBP,K562
m5C,27,6915,0.39045553145336226,0,1,0.0,0.0,1.0,1.0,False,TARDBP,K562
ac4C,2,6915,0.028922631959508317,0,1,0.0,0.0,1.0,1.0,False,TARDBP,K562
