rbp,cell_line,timestamp,n_kmers,n_peaks_initial,n_peaks_filtered,n_canonical,n_discrepant,n_intermediate,n_significant,n_significant_ranked,top_mod_ranked,top_mod_direction
RBFOX2,K562,2026-02-28T21:46:32.996285,1024,3525,3525,1281,728,1516,2,2,m5C,enriched_at_low_Z
