modification,canonical_overlap,canonical_total,canonical_pct,discrepant_overlap,discrepant_total,discrepant_pct,odds_ratio,pvalue,pvalue_adj,significant,rbp,cell_line
m6A,157,3958,3.9666498231430016,6,371,1.6172506738544474,0.3979757438268912,0.996226185604201,1.0,False,HNRNPL,K562
pseudoU,0,3958,0.0,0,371,0.0,,1.0,1.0,False,HNRNPL,K562
m5C,1,3958,0.025265285497726126,0,371,0.0,0.0,1.0,1.0,False,HNRNPL,K562
ac4C,0,3958,0.0,0,371,0.0,,1.0,1.0,False,HNRNPL,K562
