rbp,cell_line,timestamp,n_kmers,n_peaks_initial,n_peaks_filtered,n_canonical,n_discrepant,n_intermediate,n_significant,n_significant_ranked,top_mod_ranked,top_mod_direction
TIA1,K562,2026-02-28T21:46:26.330209,1024,5885,5885,4230,929,726,0,1,m6A,enriched_at_high_Z
